Item #,Latitude,Longitude,Zip_Code,State Abbrv. ,State,Year,TimeStamp,Event (short name),Event Class,Gender of Victim(s)
1227,41.543019,-72.087994,6360,CT,Connecticut,2010,2010-06-21T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1228,33.684443,-117.866457,92626,CA,California,2010,2010-01-01T00:00:00,Vandalism,crimes against property,male and female
1229,40.634848,-74.142029,10302,NY,New York,2010,2010-10-08T00:00:00,Assault,crimes against people,male
1230,33.807913,-117.921841,92802,CA,California,2010,2010-08-15T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1231,40.715607,-74.004228,10007,NY,New York,2010,2010-01-21T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
1232,37.41536,-121.897763,95035,CA,California,2010,2010-09-01T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1233,37.536772,-122.300271,94403,CA,California,2010,2010-02-26T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1234,45.570283,-94.210553,56303,MN,Minnesota,2010,2010-05-25T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male and female
1235,33.544188,-117.790637,92651,CA,California,2016,2016-04-22T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1236,40.524606,-74.468465,8854,NJ,New Jersey,2010,2010-02-11T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1237,40.767176,-73.963791,10065,NY,New York,2010,2010-01-29T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
1238,37.622773,-77.344663,23111,VA,Virginia,2017,2017-01-04T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1239,40.578523,-73.934695,11235,NY,New York,2010,2010-09-29T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1240,38.593488,-89.912216,62269,IL,Illinois,2018,2018-05-15T00:00:00,Education Discrimination,public speech (political figures),male and female
1241,40.689531,-74.176651,7114,NJ,New Jersey,2017,2017-12-28T00:00:00,Airport Discrimination,bias-related incident (targeting individual or specific group),female
1242,26.838646,-81.126238,33471,FL,Florida,2018,2018-06-07T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),male
1243,37.42642,-122.174847,94305,CA,California,2017,2017-11-14T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1244,44.938472,-123.032666,97301,OR,Oregon,2018,2018-04-09T00:00:00,Political Speech,public speech (political figures),male and female
1245,44.367109,-100.34853,57501,SD,South Dakota,2018,2018-02-06T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
1246,39.998166,-74.787207,8060,NJ,New Jersey,2018,2018-04-11T00:00:00,Vandalism,bias-related incident (targeting individual or specific group),female
1247,40.556517,-74.130253,10306,NY,New York,2018,2018-04-23T00:00:00,Vandalism,crimes against property,male and female
1248,38.488782,-77.490939,22556,VA,Virginia,2018,2018-04-17T00:00:00,Anti-Cemetery Campaign,bias-related incident (targeting individual or specific group),male and female
1249,40.922884,-98.319612,68801,NE,Nebraska,2010,2010-08-20T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1250,39.940459,-83.119361,43228,OH,Ohio,2010,2010-12-20T00:00:00,Harassment,crimes against people,female
1251,36.747694,-108.184411,87401,NM,New Mexico,2018,2018-06-19T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1252,39.068688,-94.595967,64111,MO,Missouri,2018,2018-04-03T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),female
1253,40.905716,-74.040003,7601,NJ,New Jersey,2010,2010-02-26T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
1254,28.044782,-81.957888,33803,FL,Florida,2018,2018-04-28T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1255,34.263902,-119.246511,93003,CA,California,2018,2018-05-07T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1257,33.857416,-117.921047,92801,CA,California,2018,2018-05-02T00:00:00,Harassment,crimes against people,male
1258,39.157312,-75.521824,19901,DE,Delaware,2017,2017-05-22T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
1259,33.640526,-117.844334,92617,CA,California,2010,2010-06-14T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male and female
1260,44.48626,-93.420488,55046,MN,Minnesota,2018,2018-06-23T00:00:00,Vandalism,crimes against property,male and female
1261,30.45611,-84.281197,32303,FL,Florida,2018,2018-06-20T00:00:00,Political Speech,public speech (political figures),male and female
1262,38.88714,-77.01159,20319,DC,District of Columbia,2018,2018-06-22T00:00:00,National Political Speech,public speech (political figures),male and female
1263,42.304991,-83.77779,48103,MI,Michigan,2009,2009-09-08T00:00:00,Violent Incident,crimes against people,male and female
1264,45.564455,-94.153395,56304,MN,Minnesota,2009,2009-12-08T00:00:00,Harassment,public campaigns (targeting community),male and female
1265,29.71888,-95.501838,77036,TX,Texas,2009,2009-10-07T00:00:00,vandalism,crimes against property,male and female
1266,37.535424,-122.029277,94560,CA,California,2009,2009-10-16T00:00:00,Vandalism,crimes against property,female
1267,33.557953,-81.723139,29801,SC,South Carolina,2009,2009-10-03T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
1268,34.903671,-116.826532,92398,CA,California,2009,2009-06-27T00:00:00,Homicide,crimes against people,male
1269,33.753104,-84.3853,30303,GA,Georgia,2009,2009-07-01T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1270,33.445506,-112.081844,85003,AZ,Arizona,2009,2009-05-10T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
1271,42.349085,-71.076221,2116,MA,Massachusetts,2009,2009-10-26T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
1272,45.460748,-94.4054,56320,MN,Minnesota,2009,2009-04-30T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
1273,40.641312,-73.778172,11422,NY,New York,2009,2009-01-02T00:00:00,Airport Discrimination,bias-related incident (targeting individual or specific group),male
1275,41.852096,-87.88143,60154,IL,Illinois,2009,2009-04-07T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
1276,38.890642,-77.006628,20002,DC,District of Columbia,2018,2018-06-26T00:00:00,Executive Order,legislation (targeting community),male and female
1277,39.39748,-76.346403,21085,MD,Maryland,2018,2018-06-22T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1278,36.136659,-78.788085,27509,NC,North Carolina,2018,2018-06-25T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
1279,32.836054,-97.143482,76022,TX,Texas,2018,2018-04-27T00:00:00,Political Speech,public speech (political figures),male
1280,37.796191,-122.403657,94111,CA,California,2018,2018-03-30T00:00:00,National Political Speech,public speech (political figures),female
1281,40.422287,-104.697491,80631,CO,Colorado,2018,2018-03-20T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
1282,33.77474,-84.464913,30318,GA,Georgia,2018,2018-05-08T00:00:00,Assault,crimes against people,female
1283,42.73163,-84.49539,48825,MI,Michigan,2018,2018-05-10T00:00:00,National Political Speech,public speech (political figures),male
1284,40.443877,-104.691124,80631,CO,Colorado,2009,2009-09-05T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
1285,39.246565,-94.600499,64155,MO,Missouri,2018,2018-04-24T00:00:00,Vandalism,crimes against property,male and female
1286,33.968411,-117.393842,92506,CA,California,2018,2018-05-11T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1287,25.998815,-80.411425,33082,FL,Florida,2018,2018-05-05T00:00:00,Violent Threat,crimes against people,male and female
1288,31.43655,-100.501041,76901,TX,Texas,2018,2018-05-04T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1289,38.783564,-77.521086,20109,VA,Virginia,2018,2018-05-14T00:00:00,Assault,crimes against people,male
1290,27.517401,-97.861807,78363,TX,Texas,2018,2018-05-04T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male
1291,29.853495,-81.325663,32086,FL,Florida,2018,2018-05-23T00:00:00,Violent Threat,crimes against people,male
1292,42.3556,-83.248978,48228,MI,Michigan,2018,2018-05-23T00:00:00,Political Speech,public speech (political figures),male and female
1293,61.218617,-149.858956,99501,AK,Alaska,2018,2018-05-22T00:00:00,Detention Discrimination,bias-related incident (targeting individual or specific group),male
1294,40.221307,-74.759505,8618,NJ,New Jersey,2018,2018-04-30T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
1295,28.23981,-82.333842,33543,FL,Florida,2018,2018-05-30T00:00:00,National Political Speech,public speech (political figures),male and female
1296,44.955202,-93.102264,55155,MN,Minnesota,2009,2009-02-19T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
1297,33.747484,-84.393411,30303,GA,Georgia,2008,2008-12-16T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1298,40.740917,-111.901202,84115,UT,Utah,2008,2008-02-02T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1299,40.599457,-74.139594,10314,NY,New York,2008,2008-11-04T00:00:00,Harassment,crimes against people,male
1300,29.921874,-90.038838,70056,LA,Louisiana,2008,2008-02-22T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1301,42.326697,-83.049259,48226,MI,Michigan,2008,2008-06-19T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1302,40.692427,-74.180771,7114,NJ,New Jersey,2017,2017-12-28T00:00:00,Airport Discrimination,bias-related incident (targeting individual or specific group),female
1303,45.075006,-93.187129,55112,MN,Minnesota,2008,2008-05-27T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1304,42.036738,-88.277067,60120,IL,Illinois,2018,2018-01-22T00:00:00,Education Discrimination,public campaigns (targeting community),male and female
1305,41.895872,-87.94561,60126,IL,Illinois,2008,2008-10-02T00:00:00,Harassment,crimes against people,female
1306,45.168537,-93.256105,55434,MN,Minnesota,2008,2008-01-27T00:00:00,Arson,crimes against property,male and female
1307,45.190955,-93.265944,55434,MN,Minnesota,2008,2008-04-14T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
1308,39.755571,-84.175862,45403,OH,Ohio,2008,2008-09-28T00:00:00,Violent Incident,crimes against property,male and female
1309,42.361235,-71.065741,2114,MA,Massachusetts,2008,2008-04-30T00:00:00,Harassment,crimes against people,female
1310,39.287072,-76.617048,21201,MD,Maryland,2008,2008-07-07T00:00:00,Anti-Mosque Campaign,bias-related incident (targeting individual or specific group),male and female
1311,42.330155,-83.172383,48126,MI,Michigan,2008,2008-07-24T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),female
1312,32.278788,-106.747928,88001,NM,New Mexico,2008,2008-06-11T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male
1313,37.804054,-80.438161,24901,WV,West Virginia,2008,2008-06-27T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),female
1314,40.759627,-73.973234,10022,NY,New York,2008,2008-10-09T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1315,41.931018,-87.696047,60647,IL,Illinois,2008,2008-09-11T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male
1316,41.503395,-87.884198,60423,IL,Illinois,2008,2008-08-13T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
1317,38.911272,-76.86739,20785,MD,Maryland,2008,2008-01-13T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),female
1318,40.935165,-73.892047,10701,NY,New York,2008,2008-11-14T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1319,40.812222,-73.923871,10454,NY,New York,2018,2018-05-28T00:00:00,Violent Incident,crimes against property,male and female
1320,33.183034,-117.288408,92056,CA,California,2010,2010-06-04T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1321,33.750556,-84.707611,30135,GA,Georgia,2010,2010-12-14T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1322,36.067209,-115.042477,89014,NV,Nevada,2010,2010-03-05T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
1323,47.596545,-122.317557,98144,WA,Washington,2010,2010-07-01T00:00:00,Violent Threat,crimes against people,female
1324,33.724744,-117.97912,92683,CA,California,2010,2010-09-21T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1325,40.914879,-74.177688,7501,NJ,New Jersey,2010,2010-11-23T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1326,36.850969,-119.746009,93720,CA,California,2010,2010-09-11T00:00:00,Vandalism,crimes against property,male and female
1327,42.365013,-71.258698,2453,MA,Massachusetts,2010,2010-05-03T00:00:00,Vandalism,crimes against property,male and female
1328,40.015302,-105.279853,80302,CO,Colorado,2010,2010-07-11T00:00:00,Legislative Discrimination,bias-related incident (targeting individual or specific group),male and female
1329,38.953135,-77.456532,20166,VA,Virginia,2010,2010-01-07T00:00:00,Airport Discrimination,bias-related incident (targeting individual or specific group),female
1330,34.197969,-79.78927,29501,SC,South Carolina,2010,2010-10-15T00:00:00,Vandalism,crimes against property,male and female
1331,45.563478,-94.198515,56303,MN,Minnesota,2010,2010-07-22T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male and female
1332,41.81908,-87.812015,60534,IL,Illinois,2009,2009-08-01T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1333,40.738523,-73.985635,10010,NY,New York,2010,2010-04-11T00:00:00,Employment Discrimination,bias-related incident (targeting individual or specific group),male
1334,39.370496,-78.077953,25420,WV,West Virginia,2018,2018-06-21T00:00:00,Education Discrimination,public campaigns (targeting community),male and female
1335,38.890586,-77.004453,20543,DC,District of Columbia,2018,2018-06-26T00:00:00,Executive Order,legislation (targeting community),male and female
1336,42.995004,-71.463017,3101,NH,New Hampshire,2018,2018-06-22T00:00:00,Assault,crimes against people,female
1337,29.656582,-82.411194,32607,FL,Florida,2009,2009-09-11T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1338,39.260345,-76.491176,21222,MD,Maryland,2018,2018-06-24T00:00:00,Harassment,crimes against property,male and female
1339,39.741201,-75.545432,19801,DE,Delaware,2018,2018-06-25T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1340,47.665516,-117.428936,99201,WA,Washington,2018,2018-07-11T00:00:00,Political Speech,public speech (political figures),male and female
1341,29.78179,-95.179376,77015,TX,Texas,2018,2018-07-19T00:00:00,Arson,crimes against property,male and female
1342,44.916096,-93.211935,55417,MN,Minnesota,2018,2018-07-10T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
1343,39.486124,-77.347527,21793,MD,Maryland,2008,2008-02-08T00:00:00,Anti-Mosque Campaign,bias-related incident (targeting individual or specific group),male and female
1344,42.365674,-71.199594,2458,MA,Massachusetts,2018,2018-03-11T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1345,40.737351,-73.734384,11427,NY,New York,2018,2018-03-16T00:00:00,Vandalism,crimes against property,male and female
1346,33.748846,-84.388317,30303,GA,Georgia,2016,2016-11-15T00:00:00,Legislative Discrimination,legislation (targeting community),female
1347,37.355138,-121.954892,95050,CA,California,2018,2018-07-12T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
1348,39.106579,-84.508682,45202,OH,Ohio,2018,2018-06-09T00:00:00,Violent Threat,crimes against people,male
1349,44.140308,-71.186951,3846,NH,New Hampshire,2018,2018-04-20T00:00:00,Assault,crimes against people,male and female
1350,32.810288,-116.928558,92021,CA,California,2018,2018-03-20T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1351,33.971865,-84.359997,30350,GA,Georgia,2018,2018-07-30T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
1352,45.002505,-93.038797,55109,MN,Minnesota,2018,2018-07-29T00:00:00,Vandalism,crimes against property,male and female
1353,42.907379,-78.884998,14213,NY,New York,2018,2018-08-01T00:00:00,Burglary,crimes against property,male and female
1354,43.615,-116.202952,83702,ID,Idaho,2018,2018-07-27T00:00:00,Political Speech,public speech (political figures),male and female
1355,42.448313,-73.253428,1201,MA,Massachusetts,2018,2018-08-07T00:00:00,Public Campaign,public speech (political figures),female
1356,32.513222,-93.750806,71101,LA,Louisiana,2018,2018-08-14T00:00:00,Political Speech,public speech (political figures),male and female
1357,44.949108,-93.261078,55408,MN,Minnesota,2018,2018-08-11T00:00:00,Public Campaign,public campaigns (targeting community),female
1358,40.798625,-73.940841,10029,NY,New York,2018,2018-08-09T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male
1359,39.237747,-94.39859,64068,MO,Missouri,2018,2018-08-10T00:00:00,Political Speech,public speech (political figures),male and female
1360,44.778747,-93.475797,55379,MN,Minnesota,2018,2018-12-31T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1361,32.775581,-96.808961,75207,TX,Texas,2018,2018-12-31T00:00:00,Assault,bias-related incident (targeting individual or specific group),female
1362,29.761289,-95.704206,77094,TX,Texas,2018,2018-01-14T00:00:00,Violent Incident,crimes against property,male and female
1363,25.985695,-80.142535,33009,FL,Florida,2019,2019-01-08T00:00:00,Hate Speech,public speech (political figures),female
1364,28.20946,-82.741647,34691,FL,Florida,2018,2018-01-23T00:00:00,Burglary,crimes against people,male and female
1365,40.755316,-73.932424,11101,NY,New York,2018,2018-01-29T00:00:00,Assault,crimes against people,female
1366,41.94867,-87.655311,60613,IL,Illinois,2019,2019-02-4T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),male and female
1367,43.800706,-91.226761,54601,WI,Wisconsin,2019,2019-02-05T00:00:00,Vandalism,crimes against property,male and female
1368,48.05656,-122.175165,98270,WA,Washington,2019,2019-02-13T00:00:00,Assault,crimes against people,male
1369,34.000549,-81.033133,29201,SC,South Carolina,2019,2019-02-19T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
1370,35.492377,-82.988615,28786,NC,North Carolina,2019,2019-02-19T00:00:00,Hate Speech,public speech (political figures),male and female
1371,39.930818,"-86.140441
",46280,IN,Indiana,2019,2019-02-16T00:00:00,Homicide,crimes against people,male
1372,29.736837,-95.545354,77042,TX,Texas,2019,2019-02-24T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1373,38.336585,-81.612177,25305,WV,West Virginia,2019,2019-03-01T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1374,44.138759,-116.257096,83702,ID,Idaho,2019,2019-02-27T00:00:00,Political Speech,public speech (political figures),male and female
1375,34.98684,-80.444347,28174,NC,North Carolina,2019,2019-02-25T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1376,42.196046,-83.612539,48197,MI,Michigan,2019,2019-02-21T00:00:00,Vandalism,crimes against property,male
1377,39.162466,-76.62071,21061,MD,Maryland,2019,2019-01-18T00:00:00,Violent Threat,crimes against people,male and female
1378,39.755759,-84.175838,45403,OH,Ohio,2019,2019-02-28T00:00:00,Vandalism,crimes against property,male and female
1379,41.951489,-88.071468,60108,IL,Illinois,2019,2019-03-08T00:00:00,Violent Incident,crimes against people,female
1380,32.767269,-96.77904,75215,TX,Texas,2019,2019-03-07T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1381,41.370241,-75.742918,18518,PA,Pennsylvania,2019,2019-03-08T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male and female
1382,40.631757,-73.946035,11210,NY,New York,2019,2019-03-18T00:00:00,Violent Incident,crimes against people,female
1383,34.283499,-92.110308,71602,AR,Arkansas,2019,2019-03-30T00:00:00,Assault,bias-related incident (targeting individual or specific group),male and female
1384,33.115816,-117.081621,92025,CA,California,2019,2019-03-24T00:00:00,Assault,crimes against property,male and female
1385,39.219185,-76.872202,21044,MD,Maryland,2019,2019-03-22T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1386,33.661436,-112.135308,85308,AZ,Arizona,2019,2019-03-18T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1387,40.734516,-74.068049,"07306

",NJ,New Jersey,2019,2019-03-19T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1388,36.536409,-82.322091,37617,TN,Tennessee,2019,2019-04-01T00:00:00,Education Discrimination,public speech (political figures),male and female
1389,43.20922,-77.695765,14626,NY,New York,2019,2019-04-04T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1390,40.432566,-74.398322,8816,NJ,New Jersey,2019,2019-04-16T00:00:00,Assault,crimes against people,male and female
1391,40.261596,-76.882667,17101,PA,Pennsylvania,2019,2019-04-11T00:00:00,Violent Threat,crimes against people,male and female
1392,39.685452,-84.132404,45440,OH,Ohio,2019,2019-04-12T00:00:00,Assault,crimes against people,female
1393,34.035029,-117.058501,92399,CA,California,2019,2019-04-10T00:00:00,Political Speech,public speech (political figures),male and female
1394,42.153024,-77.436313,14855,NY,New York,2019,2019-04-05T00:00:00,Violent Threat,crimes against people,female
1395,43.152372,-77.613993,14614,NY,New York,2019,2019-01-22T00:00:00,Violent Threat,crimes against people,male and female
1396,33.424092,-111.936907,85281,AZ,Arizona,2019,2019-04-06T00:00:00,Burglary,crimes against property,male and female
1397,38.742137,-104.792077,80913,CO,Colorado,2019,2019-04-05T00:00:00,Emloyment Discrimination,bias-related incident (targeting individual or specific group),female
1398,26.116152,-80.142374,33301,FL,Florida,2019,2019-04-19T00:00:00,Violent Threat,crimes against people,male and female
1399,41.759034,-72.686039,6106,CT,Connecticut,2019,2019-04-19T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1400,46.878809,-96.784949,58102,ND,North Dakota,2019,2019-04-16T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1401,44.025307,-88.551042,54901,WI,Wisconsin,2019,2019-04-26T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1402,33.680368,-112.006635,85050,AZ,Arizona,2019,2019-04-23T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1403,42.476042,-83.092086,48030,MI,Michigan,2019,2019-04-24T00:00:00,Emloyment Discrimination,bias-related incident (targeting individual or specific group),male
1404,42.553703,-83.154586,48084,MI,Michigan,2019,2019-04-24T00:00:01,Emloyment Discrimination,bias-related incident (targeting individual or specific group),male
1405,30.390185,-97.683969,78758,TX,Texas,2019,2019-04-24T00:00:02,Arson,crimes against property,male and female
1406,39.449252,-84.408869,45044,OH,Ohio,2019,2019-05-09T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),male and female
1407,30.390185,-97.68397,78758,TX,Texas,2019,2019-05-05T00:00:00,Vandalism,crimes against property,male and female
1408,41.699169,-88.064992,60440,IL,Illinois,2019,2019-05-08T00:00:00,Vandalism,crimes against property,male and female
1409,44.931146,-74.89333,13662,NY,New York,2019,2019-05-01T00:00:00,Political Speech,public speech (political figures),male and female
1410,41.330119,-72.87474,6513,CT,Connecticut,2019,2019-05-14T00:00:00,Arson,crimes against property,male and female
1411,29.508341,-95.188482,77546,TX,Texas,2019,2019-04-18T00:00:00,Harassment,crimes against people,male
1412,40.942598,-74.25624,7470,NJ,New Jersey,2019,2019-03-27T00:00:00,Public Campaign,bias-related incident (targeting individual or specific group),male and female
1413,37.357001,-79.884178,24019,VA,Virginia,2019,2019-05-12T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male
1414,32.003657,-82.16433,30453,GA,Georgia,2019,2019-05-15T00:00:00,Emloyment Discrimination,bias-related incident (targeting individual or specific group),female
1415,40.363885,-79.661428,15636,PA,Pennsylvania,2019,2019-05-15T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male and female
1416,38.647996,-90.282957,63112,MO,Missouri,2019,2019-05-17T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1417,35.479175,-86.083016,37355,TN,Tennessee,2019,2019-05-17T00:00:00,Political Speech,public speech (political figures),male and female
1418,40.688351,-73.831757,11419,NY,New York,2019,2019-05-16T00:00:00,Vandalism,crimes against property,male and female
1419,42.3817,-83.331969,48150,MI,Michigan,2019,2019-05-14T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1420,40.264282,-76.88394,17101,PA,Pennsylvania,2019,2019-05-06T00:00:00,Political Speech,public speech (political figures),male and female
1421,40.758613,-73.982183,10036,NY,New York,2019,2019-04-14T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),female
1422,38.897741,-77.036157,20500,DC,District of Columbia,2019,2019-04-13T00:00:00,National Political Speech,public speech (political figures),female
1423,44.799179,-93.488639,55379,MN,Minnesota,2019,2019-05-08T00:00:00,Emloyment Discrimination,bias-related incident (targeting individual or specific group),female
1424,40.641714,-73.982353,11218,NY,New York,2019,2019-06-04T00:00:00,Burglary,crimes against property,male and female
1425,44.294108,-93.273736,55021,MN,Minnesota,2019,2019-06-06T00:00:00,Assault,crimes against people,male and female
1426,36.988032,-122.058211,95064,CA,California,2019,2019-05-30T00:00:00,Education Discrimination,bias-related incident (targeting individual or specific group),male
1427,47.518974,-122.358212,98106,WA,Washington,2019,2019-05-31T00:00:00,Harassment,crimes against people,male
1428,37.110008,-121.601807,95046,CA,California,2019,2019-05-24T00:00:00,Anti-Mosque Campaign,public campaigns (targeting community),male and female
1429,30.492883,"30.492883, ",78717,TX,Texas,2019,2019-05-28T00:00:00,Vandalism,crimes against people,male and female
1430,40.799201,-96.743956,68522,NE,Nebraska,2019,2019-05-23T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),female
1431,44.738609,-93.126445,55068,MN,Minnesota,2019,2019-05-16T00:00:00,Public Campaign,public campaigns (targeting community),male and female
1432,42.312586,-83.205934,48126,MI,Michigan,2019,2019-05-08T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),female
1433,40.79717,-74.474303,7960,NJ,New Jersey,2019,2019-05-07T00:00:00,Assault,crimes against people,male
1434,37.426728,-122.144023,94306,CA,California,2019,2019-07-15T00:00:00,Harassment,bias-related incident (targeting individual or specific group),female
1435,40.421557,-80.048805,15220,PA,Pennsylvania,2019,2019-07-12T00:00:00,Political Speech,public speech (political figures),male and female
1436,34.005686,-81.021269,29201,SC,South Carolina,2019,2019-06-27T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),female
1437,39.157309,-75.519613,19901,DE,Delaware,2019,2019-06-28T00:00:00,Legislative Discrimination,legislation (targeting community),male and female
1438,37.239711,-77.3669,23803,PA,Pennsylvania,2019,2019-05-20T00:00:00,Violent Threat,crimes against property,male and female
1439,25.940775,-80.271842,33055,FL,Florida,2019,2019-05-21T00:00:00,Violent Threat,crimes against people,male and female
1440,42.884338,-78.878497,14202,NY,New York,2019,2019-07-17T00:00:00,Assault,crimes against people,female
1441,42.071728,-83.198302,48173,MI,Michigan,2019,2019-07-08T00:00:00,Harassment,bias-related incident (targeting individual or specific group),male and female
1442,39.976078,-74.183896,8753,NJ,New Jersey,2019,2019-07-25T00:00:00,Education Discrimination,public speech (political figures),male and female
1443,38.691635,-75.384139,19947,DE,Delaware,2019,2019-07-25T00:00:00,Political Speech,public speech (political figures),male and female
1444,38.875681,-77.22639,22042,VA,Virginia,2019,2019-06-03T00:00:00,Violent Incident,bias-related incident (targeting individual or specific group),female
1445,37.367509,-122.032003,94087,CA,California,2019,2019-06-28T00:00:00,Attempted Homicide,crimes against people,male and female
1446,40.758625,-73.981869,10036,NY,New York,2019,2019-03-17T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),female
1447,39.234183,-92.277514,65284,MO,Missouri,2019,2019-05-23T00:00:00,Hate Speech,bias-related incident (targeting individual or specific group),male and female
1448,41.815192,-72.708666,6002,CT,Connecticut,2019,2019-08-07T00:00:00,Vandalism,crimes against property,male and female
1449,37.963301,-121.994323,94521,CA,California,2019,2019-08-06T00:00:00,Vandalism,crimes against property,male and female
1450,40.014984,-105.270546,80302,CO,Colorado,2019,2019-08-06T00:00:00,Violent Threat,bias-related incident (targeting individual or specific group),male and female
1451,,,,MI,Michigan,2019,,Violent Threat,bias-related incident (targeting individual or specific group),male and female
